dong,timestamp,pred_p10,pred_p50,pred_p90,actual,abs_error
가락동,2024-01-01,1355.820365984375,1352.131157,1361.110893328125,1370.743302,18.612145000000055
가락동,2024-02-01,1289.638303828776,1287.0749493365886,1297.383909297526,1401.303058,114.22810866341138
가락동,2024-03-01,1310.2556801497396,1309.4893227278646,1315.6648598372396,1442.917854,133.4285312721354
가락동,2024-04-01,1331.4087010019532,1327.7963963144532,1336.0244236582032,1473.157825,145.3614286855468
가락동,2024-05-01,1382.6400909947918,1376.1244659947918,1390.1087189244793,1527.547575,151.4231090052083
가락동,2024-06-01,1383.401510284505,1377.8344936829426,1392.7590542298176,1603.249643,225.4151493170575
가락동,2024-07-01,1328.4700584804687,1324.6585350429687,1337.3439598476562,1566.832797,242.17426195703138
가락동,2024-08-01,1272.0688801139322,1271.7403889029947,1282.5362873404947,1530.407614,258.66722509700526
가락동,2024-09-01,1293.0788345598958,1293.2129898333333,1303.9011001848958,1498.89207,205.67908016666684
가락동,2024-10-01,1180.2192821699218,1180.6998729902343,1189.6100292402343,1506.263154,325.56328100976566
가락동,2024-11-01,1221.7252082955729,1218.4247932565104,1228.8657112252604,1581.085986,362.66119274348966
가락동,2024-12-01,1108.2026920384114,1102.901788718099,1115.367853171224,1591.55761,488.6558212819011
가락동,2025-01-01,1043.4486083984375,1040.721923828125,1048.5784912109375,1643.44917,602.7272461718751
가락동,2025-02-01,958.6591796875,956.85107421875,960.9094848632812,1848.302187,891.45111278125
가락동,2025-03-01,1030.0579833984375,1026.5679931640625,1031.636962890625,1787.449125,760.8811318359376
가락동,2025-04-01,1156.202392578125,1154.58984375,1159.1492919921875,1463.368975,308.7791312500001
가락동,2025-05-01,1268.8153076171875,1265.451171875,1273.492919921875,1588.395326,322.94415412500007
가락동,2025-06-01,1263.622314453125,1261.09375,1267.5169677734375,1667.883046,406.7892959999999
가락동,2025-07-01,1175.4197998046875,1174.9017333984375,1180.1004638671875,1632.842055,457.9403216015626
가락동,2025-08-01,1014.1559448242188,1014.0987548828125,1020.144775390625,1456.397904,442.2991491171874
가락동,2025-09-01,1076.9521484375,1073.8233642578125,1082.776123046875,1634.041752,560.2183877421876
가락동,2025-10-01,1062.7327880859375,1059.2650146484375,1067.5657958984375,1654.065972,594.8009573515626
가락동,2025-11-01,1151.9713134765625,1148.60791015625,1156.158935546875,1705.957652,557.34974184375
가락동,2025-12-01,1097.9423828125,1093.492919921875,1102.7171630859375,1506.09334,412.6004200781249
가리봉동,2024-01-01,1359.05254371875,1352.131157,1369.95098121875,1370.743302,18.612145000000055
가리봉동,2024-02-01,1354.7421958372397,1347.7107016966147,1361.9638755247397,1401.303058,53.59235630338526
가리봉동,2024-03-01,1368.4106077213542,1363.7886594791667,1374.6878294010417,1442.917854,79.12919452083338
가리봉동,2024-04-01,1388.4044590585938,1385.5991612070313,1396.1323643320313,1473.157825,87.55866379296867
가리봉동,2024-05-01,1440.2954051223958,1436.3741404739583,1450.0634715286458,1527.547575,91.17343452604177
가리봉동,2024-06-01,1419.014232045573,1417.014720326823,1428.7501939596355,1603.249643,186.23492267317715
가리봉동,2024-07-01,1380.86391834375,1379.13051990625,1390.9011497890624,1566.832797,187.70227709375013
가리봉동,2024-08-01,1339.4903380403646,1340.4297911653646,1350.484356595052,1530.407614,189.9778228346354
가리봉동,2024-09-01,1378.2243016822918,1377.7705663307293,1389.7905858619793,1498.89207,121.12150366927085
가리봉동,2024-10-01,1260.1952038007812,1259.3307018476562,1268.7990856367187,1506.263154,246.93245215234379
가리봉동,2024-11-01,1265.2850024036459,1261.0789477161459,1272.8825365833334,1581.085986,320.0070382838542
가리봉동,2024-12-01,1200.3113244440103,1196.0176232721353,1208.4669640924478,1591.55761,395.53998672786474
가리봉동,2025-01-01,1138.6640625,1135.56494140625,1148.6075439453125,1643.44917,507.8842285937501
가리봉동,2025-02-01,1005.94140625,1002.459228515625,1015.3123168945312,1848.302187,845.842958484375
가리봉동,2025-03-01,1156.4910888671875,1151.7503662109375,1162.469970703125,1787.449125,635.6987587890626
가리봉동,2025-04-01,1255.095458984375,1251.5694580078125,1263.3621826171875,1463.368975,211.7995169921876
가리봉동,2025-05-01,1339.5048828125,1334.22119140625,1348.3551025390625,1588.395326,254.17413459375007
가리봉동,2025-06-01,1323.468994140625,1320.0234375,1330.3853759765625,1667.883046,347.8596084999999
가리봉동,2025-07-01,1255.416015625,1254.3509521484375,1262.318603515625,1632.842055,378.4911028515626
가리봉동,2025-08-01,1123.734375,1123.7890625,1134.07861328125,1456.397904,332.6088414999999
가리봉동,2025-09-01,1233.4014892578125,1231.876220703125,1241.891845703125,1634.041752,402.1655312968751
가리봉동,2025-10-01,1173.126953125,1169.9578857421875,1179.501953125,1654.065972,484.1080862578126
가리봉동,2025-11-01,1216.77978515625,1212.777587890625,1223.9686279296875,1705.957652,493.18006410937505
가리봉동,2025-12-01,1212.5736083984375,1207.6385498046875,1220.049560546875,1506.09334,298.4547901953124
가산동,2024-01-01,1359.0699997734375,1352.131157,1369.949516375,1370.743302,18.612145000000055
가산동,2024-02-01,1354.9906394407553,1347.9548728391928,1362.2009665891928,1401.303058,53.348185160807134
가산동,2024-03-01,1368.424950983073,1363.8010496158854,1374.693017389323,1442.917854,79.11680438411463
가산동,2024-04-01,1388.1297703378907,1385.3280125253907,1395.8494969003907,1473.157825,87.8298124746093
가산동,2024-05-01,1440.0925242630208,1436.1760203567708,1449.8607127395833,1527.547575,91.37155464322927
가산동,2024-06-01,1418.9377244772136,1416.932231313151,1428.6772264303386,1603.249643,186.31741168684903
가산동,2024-07-01,1380.8102684414062,1379.0674705898437,1390.8416405117187,1566.832797,187.76532641015638
가산동,2024-08-01,1339.688427639974,1340.611767483724,1350.6819579134115,1530.407614,189.79584651627601
가산동,2024-09-01,1378.4573339088543,1377.9851659401043,1390.0151952369793,1498.89207,120.90690405989585
가산동,2024-10-01,1260.2610302167968,1259.3798046308593,1268.8549022871093,1506.263154,246.88334936914066
가산동,2024-11-01,1265.1494433216146,1260.9476610950521,1272.7460009388021,1581.085986,320.1383249049479
가산동,2024-12-01,1199.6563866998697,1195.3573144342447,1207.8269189264322,1591.55761,396.20029556575537
가산동,2025-01-01,1138.406494140625,1135.3031005859375,1148.3544921875,1643.44917,508.1460694140626
가산동,2025-02-01,1005.9739990234375,1002.4678955078125,1015.2886962890625,1848.302187,845.8342914921875
가산동,2025-03-01,1156.0177001953125,1151.279541015625,1161.97509765625,1787.449125,636.1695839843751
가산동,2025-04-01,1254.5859375,1251.066162109375,1262.84326171875,1463.368975,212.3028128906251
가산동,2025-05-01,1339.2896728515625,1334.007080078125,1348.1334228515625,1588.395326,254.38824592187507
가산동,2025-06-01,1323.389892578125,1319.9422607421875,1330.310302734375,1667.883046,347.9407852578124
가산동,2025-07-01,1255.0552978515625,1253.988525390625,1261.95166015625,1632.842055,378.8535296093751
가산동,2025-08-01,1123.779052734375,1123.8131103515625,1134.1160888671875,1456.397904,332.5847936484374
가산동,2025-09-01,1232.89306640625,1231.3592529296875,1241.41357421875,1634.041752,402.6824990703126
