epoch,loss
1,0.8663084081241063
2,0.44538335502147675
3,0.19619029760360718
4,0.18300298707825796
5,0.1842013501695224
6,0.1291686019727162
7,0.17309303901025228
8,0.11701759536351476
9,0.12872994744351932
10,0.10540556109377316
11,0.12028029401387487
12,0.07631095818110875
13,0.08321596043450492
14,0.050403094185250144
15,0.11566095160586494
16,0.17475204382623946
17,0.0690863865560719
18,0.0870625020137855
19,0.08764636995536941
20,0.07489798630454711
21,0.08078207235251154
22,0.06737810213650976
23,0.05617291373865945
24,0.06197908254606383
25,0.08744179949696575
26,0.04133560388748135
27,0.0260920795345945
28,0.05281486575092588
29,0.04969954091523375
30,0.05891654533999307
31,0.10053900735718864
32,0.07598130990351949
33,0.04113199854535716
34,0.027501448190637996
35,0.06087038532963821
36,0.0363660774060658
37,0.04952038877776691
38,0.039597087406686375
39,0.03910807706415653
40,0.034186565184167454
41,0.03185867717755692
42,0.06842853528048311
43,0.04033079623643841
44,0.02904366914715086
45,0.03587900873805795
46,0.03989680829857077
47,0.0218822020771248
48,0.034214679817003865
49,0.01858991477638483
50,0.03845994360744953
51,0.04017721728554794
52,0.07157686938132558
53,0.0493381123191544
54,0.02307934912719897
55,0.02626369587544884
56,0.052262086155159135
57,0.025993118860891888
58,0.04650270885654858
59,0.07508672753881131
60,0.10389162094465323
61,0.042100343853235245
62,0.0672460448529039
63,0.042300149399255006
64,0.050774560176900456
65,0.034673581698111126
66,0.02557081715869052
67,0.054902905598282814
68,0.03442904938544546
69,0.047603091557643244
70,0.048033901756363254
71,0.06546283273824624
72,0.025674910550670966
73,0.024491729514141167
74,0.022604349069297314
75,0.01528060482814908
76,0.011396671711866344
77,0.018825445723320757
78,0.05147028022578785
79,0.0499436595876302
80,0.09684625547379255
81,0.0344076568393835
82,0.0331526691360133
83,0.03859019199652331
84,0.023351196199655533
85,0.035189230660242696
86,0.02900109945663384
87,0.037744635716080666
88,0.039095601199993064
89,0.02018090257687228
90,0.017707310084785734
91,0.015099207870662212
92,0.029847952404192517
93,0.06333933544478246
94,0.03789897875062057
95,0.03430538358432906
96,0.039180301528956206
97,0.036374270383800776
98,0.02881456386031849
99,0.048577223638338704
100,0.04145577496715954
101,0.042990971356630325
102,0.04397515979196344
103,0.05849125183054379
104,0.060997528955340385
105,0.03688467985817364
106,0.02429258417604225
107,0.03432521037757397
108,0.05829918384552002
109,0.03937280337725367
110,0.026941418780812194
111,0.04378065174179418
112,0.027831433473953178
113,0.02298748499846884
114,0.024585088515388116
115,0.029941150985125984
116,0.04167597295184221
117,0.03843057621270418
118,0.07184075377881527
119,0.04513802635483444
120,0.02740358468145132
121,0.02073666120746306
122,0.024418581410178115
123,0.009184018575719424
124,0.012642811983823776
125,0.017513976764998267
126,0.010898854949378542
127,0.03097564647240298
128,0.02604875696956047
129,0.05351547185065491
130,0.02238387075651969
131,0.03685142073248114
132,0.008661859801837377
133,0.0131480524183384
134,0.034435276075133255
135,0.013967420839305435
136,0.03459810931235552
137,0.041962311403559785
138,0.03742444289049932
139,0.06660305981391243
140,0.040518903506121466
141,0.045560539700090885
142,0.028934217457260405
143,0.03803200554102659
144,0.03840031049081257
145,0.02463341238243239
146,0.04186096614492791
147,0.02202017113034214
148,0.013632276760680335
149,0.018861545183296715
150,0.014354372463588203
151,0.036048726245228736
152,0.028429122641682625
153,0.01942895326231207
154,0.03033407644501754
155,0.023388176757310117
156,0.015829358116856644
157,0.03753142258418458
158,0.024111961047830328
159,0.07812369761190244
160,0.012817308838878359
161,0.03507900850049087
162,0.03058073523321322
163,0.009516677287008082
164,0.011224604178486126
165,0.03366225006590996
166,0.017095138052744523
167,0.025968971462654217
168,0.013816134638286062
169,0.01877971405961684
170,0.04380167009575026
171,0.02682099019044212
172,0.031694571753697734
173,0.040838083784495084
174,0.025275234266051223
175,0.02891779930463859
176,0.021075458698240773
177,0.02478699791910393
178,0.0154924946504512
179,0.025324909049751505
180,0.01659968721547297
181,0.02386333287826606
182,0.021576693481100456
183,0.026204769000677124
184,0.01625785730513079
185,0.006871950213930437
186,0.014428871284638132
187,0.0163729916925409
188,0.021659111138433218
189,0.00702499965804496
190,0.021532234835571477
191,0.010336881337155188
192,0.01567972724192909
193,0.013671400690717357
194,0.0188292183115014
195,0.01455008823956762
196,0.028082797204011252
197,0.02314032055437565
198,0.011638841691559978
199,0.02226291174468185
200,0.007111246664343136
