timestamp,ecos__base_rate,ecos__cd_91d_rate,ecos__cpi_housing,ecos__mortgage_rate_new,ecos__unemployment_rate,reb__apt_jeonse_avg_price,reb__apt_jeonse_supply_demand,reb__apt_monthly_rent_supply_demand,reb__apt_sale_avg_price,reb__apt_sale_index,reb__apt_sale_supply_demand,policy__dsr_regime,policy__dti_regime,policy__ltv_regime,policy__real_estate_policy_regime,policy__capital_gains_tax_regime,policy__adjustment_target_area_regime,policy__comprehensive_real_estate_tax_regime,policy__acquisition_tax_regime,policy__speculative_overheated_district_regime,policy__speculative_zone_regime
2010-01-01,0.0,0.0,0.1670000000000016,-0.1299999999999999,-0.4499999999999993,0.0,0.0,90.38461538,-62.45634910000001,0.07612306000000046,0.0,0,1,1,-1,-1,0,-1,0,1,1
2010-02-01,0.0,0.0,0.1670000000000016,-0.1299999999999999,-0.4499999999999993,0.0,0.0,90.38461538,-62.45634910000001,0.07612306000000046,0.0,0,1,1,-1,-1,0,-1,0,1,1
2010-03-01,0.0,-0.04999999999999982,0.08400000000000318,-0.28000000000000025,-0.5500000000000003,0.0,0.0,90.38461538,-32.8514126,-0.7505618900000002,0.0,0,1,1,-1,-1,0,-1,0,1,1
2010-04-01,0.0,-0.24649999999999994,0.0,-0.2999000000000001,-0.20000000000000018,0.0,0.0,90.38461538,-19.46403780000003,-1.7925210900000081,0.0,0,1,1,-1,-1,0,-1,0,1,1
2010-05-01,0.0,-0.05999999999999961,0.16799999999999216,-0.29000000000000004,-0.3999999999999999,0.0,0.0,90.38461538,21.573505400000045,-1.3438284399999958,0.0,0,1,1,-1,-1,0,-1,0,1,1
2010-06-01,0.0,0.0,0.0,-0.16000000000000014,0.25,0.0,0.0,90.38461538,10.127990499999896,-0.6521698299999912,0.0,0,1,1,-1,-1,0,-1,0,1,1
2010-07-01,0.25,0.1299999999999999,0.08299999999999841,0.08000000000000007,0.25,0.0,0.0,90.38461538,-4.476143399999955,-1.1444488600000113,0.0,0,1,1,-1,-1,0,-1,0,1,1
2010-08-01,0.0,0.04999999999999982,0.2510000000000048,0.10999999999999943,-0.3500000000000001,0.0,0.0,90.38461538,5.078953200000001,-0.29331401999999684,0.0,0,1,1,-1,-1,0,-1,0,1,1
2010-09-01,0.0,0.03000000000000025,0.5859999999999985,-0.009999999999999787,0.1499999999999999,0.0,0.0,90.38461538,-15.44898139999998,0.4382909400000017,0.0,0,1,1,-1,-1,0,-1,0,1,1
2010-10-01,0.0,0.0,0.08400000000000318,-0.05999999999999961,-0.04999999999999982,0.0,0.0,90.38461538,18.663745800000015,0.04937701000000061,0.0,0,1,1,-1,-1,0,-1,0,1,1
2010-11-01,0.25,0.06999999999999984,-0.25199999999999534,-0.08999999999999986,-0.3500000000000001,0.0,0.0,90.38461538,41.99877429999992,0.8087473599999981,0.0,0,1,1,-1,-1,0,-1,0,1,1
2010-12-01,0.0,0.06999999999999984,0.33499999999999375,0.019999999999999574,0.4500000000000002,0.0,0.0,90.38461538,3.6054410000000416,0.9476657999999958,0.0,0,1,1,-1,-1,0,-1,0,1,1
2011-01-01,0.25,0.13000000000000034,0.8370000000000033,0.1299999999999999,0.10000000000000009,0.0,0.0,90.38461538,-36.15233779999994,1.0549492100000037,0.0,0,1,1,-1,-1,0,-1,0,1,1
2011-02-01,0.0,0.19999999999999973,0.5019999999999953,0.0600000000000005,0.34999999999999964,0.0,0.0,90.38461538,-27.526091600000086,0.7588012500000048,0.0,0,1,1,-1,-1,0,-1,0,1,1
2011-03-01,0.25,0.2200000000000002,0.33499999999999375,0.02999999999999936,-0.04999999999999982,0.0,0.0,90.38461538,-17.448966999999925,-0.2723274800000013,0.0,0,1,1,-1,-1,0,-1,0,1,1
2011-04-01,0.0,0.04999999999999982,0.2510000000000048,-0.009999999999999787,-0.3999999999999999,0.0,0.0,90.38461538,4.16785369999991,-0.4884170600000033,0.0,0,1,1,-1,-1,0,-1,0,1,1
2011-05-01,0.0,0.06000000000000005,0.6689999999999969,0.020000000000000462,-0.3500000000000001,0.0,0.0,90.38461538,2.6884443000000147,-0.5808810000000051,0.0,0,1,1,-1,-1,0,-1,0,1,1
2011-06-01,0.25,0.06999999999999984,0.25200000000000955,-0.03000000000000025,0.04999999999999982,0.0,0.0,90.38461538,3.185880900000029,-0.5869074399999903,0.0,0,1,1,-1,-1,0,-1,0,1,1
2011-07-01,0.0,0.06000000000000005,0.16599999999999682,0.03000000000000025,0.050000000000000266,0.0,0.0,90.38461538,37.74993919999997,0.01872584000000188,0.0,0,1,1,-1,-1,0,-1,0,1,1
2011-08-01,0.0,0.0,0.41899999999999693,0.0699999999999994,-0.25,0.0,0.0,90.38461538,-43.02119469999991,0.11166665999999736,0.0,0,1,1,-1,-1,0,-1,0,1,1
2011-09-01,0.0,-0.009999999999999787,0.2510000000000048,0.03000000000000025,0.04999999999999982,0.0,0.0,90.38461538,5.841385299999956,-0.14841443000000254,0.0,0,1,1,-1,-1,0,-1,0,1,1
2011-10-01,0.0,0.0,0.7539999999999907,0.009999999999999787,-0.04999999999999982,0.0,0.0,90.38461538,14.966104599999994,-0.6128087900000025,0.0,0,1,1,-1,-1,0,-1,0,1,1
2011-11-01,0.0,-0.020000000000000018,0.2510000000000048,0.0,0.0,0.0,0.0,90.38461538,-4.241279500000019,-0.7996920799999998,0.0,0,1,1,-1,-1,0,-1,0,1,1
2011-12-01,0.0,-0.010000000000000231,0.33500000000000796,-0.05999999999999961,0.0,0.0,0.0,90.38461538,21.448258399999986,-0.8652547499999912,0.0,0,1,1,-1,-1,0,-1,0,-1,-1
2012-01-01,0.0,0.0,0.35899999999999466,0.10999999999999943,0.2999999999999998,0.0,0.0,90.38461538,-33.80698529999995,0.2644573899999898,0.0,0,1,1,-1,-1,0,-1,0,-1,-1
2012-02-01,0.0,-0.020000000000000018,0.6859999999999928,-0.040000000000000036,0.3500000000000001,0.0,0.0,90.38461538,-5.102475900000059,-0.27578462999998976,0.0,0,1,1,-1,-1,0,-1,0,-1,-1
2012-03-01,0.0,0.010000000000000231,0.30100000000000193,-0.019999999999999574,-0.25,0.0,0.0,90.38461538,-5.909029799999985,-0.638616650000003,0.0,0,1,1,-1,-1,0,-1,0,-1,-1
2012-04-01,0.0,0.0,0.09199999999999875,-0.05999999999999961,-0.10000000000000009,0.0,0.0,90.38461538,18.66479620000007,-0.8973201000000017,0.0,0,1,1,-1,-1,0,-1,0,-1,-1
2012-05-01,0.0,0.0,0.10099999999999909,-0.09000000000000075,-0.24999999999999956,0.0,0.0,90.38461538,9.524329499999908,-0.40515722000000665,0.0,0,1,1,-1,-1,0,-1,0,-1,-1
2012-06-01,0.0,0.0,0.125,-0.08999999999999986,0.04999999999999982,0.0,0.0,90.38461538,-35.6542134,-0.5404242799999963,0.0,0,1,1,-1,-1,0,-1,0,-1,-1
2012-07-01,-0.25,-0.20000000000000018,0.47700000000000387,-0.1200000000000001,-0.04999999999999982,0.0,0.0,90.38461538,-8.337814299999991,-1.029591830000001,0.0,0,1,1,-1,-1,0,-1,0,-1,-1
2012-08-01,0.0,-0.1499999999999999,0.37700000000000955,-0.22999999999999954,-0.050000000000000266,0.0,-0.7748404999999963,90.38461538,-14.103125900000009,-0.6422543399999938,2.1877848700000015,0,1,1,-1,-1,0,-1,0,-1,-1
2012-09-01,0.0,-0.04999999999999982,0.024999999999991473,-0.1200000000000001,-0.050000000000000266,0.0,9.132068733199997,90.38461538,28.648286700000085,-0.4025929299999973,-0.638103920000006,0,1,1,-1,-1,0,-1,0,-1,-1
2012-10-01,-0.25,-0.20999999999999996,0.2600000000000051,-0.05999999999999961,-0.09999999999999964,0.0,-1.5496808999999985,90.38461538,8.07109719999994,-0.12376923000000772,-1.0027347300000002,0,1,1,-1,-1,0,-1,0,-1,-1
2012-11-01,0.0,-0.08000000000000007,0.09899999999998954,-0.040000000000000036,0.04999999999999982,0.0,7.657246999999998,90.38461538,2.5971686999999974,-0.2779832699999929,3.7830446700000095,0,1,1,-1,-1,0,-1,0,-1,-1
2012-12-01,0.0,0.029999999999999805,0.3030000000000115,-0.03000000000000025,0.04999999999999982,0.0,-7.7028258999999935,90.38461538,1.2800470000000814,-0.7024854600000054,-1.3673655500000024,0,1,1,-1,-1,0,-1,0,-1,-1
2013-01-01,0.0,-0.020000000000000018,0.5349999999999966,0.009999999999999787,0.25,0.0,-1.5041021000000114,90.38461538,1.894178399999987,0.3991100300000028,-1.1850501300000076,0,1,1,-1,-1,0,-1,0,-1,-1
2013-02-01,0.0,-0.029999999999999805,0.4509999999999934,-0.11000000000000032,0.20000000000000018,0.0,2.643573400000008,90.38461538,1.1735345999999254,0.20177377999999635,1.1850501300000076,0,1,1,-1,-1,0,-1,0,-1,-1
2013-03-01,0.0,-0.020000000000000018,0.6200000000000045,-0.08999999999999941,-0.25,0.0,4.799627700000002,90.38461538,-15.101350999999909,0.6999333400000012,1.616219419999993,0,1,1,-1,-1,0,-1,0,-1,-1
2013-04-01,0.0,-0.010000000000000231,0.06700000000000728,-0.11000000000000032,-0.1499999999999999,0.0,-0.8469679000000099,90.38461538,4.554543199999898,0.28574535999999284,8.217198449999998,0,1,1,-1,-1,0,-1,0,-1,-1
2013-05-01,-0.25,-0.07999999999999963,0.2009999999999934,-0.08999999999999986,-0.050000000000000266,0.0,-1.8331804999999974,90.38461538,-14.233807599999977,0.21717545000001337,2.1081576500000097,0,1,1,-1,-1,0,-1,0,-1,-1
2013-06-01,0.0,-0.03000000000000025,0.03300000000000125,-0.040000000000000036,0.050000000000000266,0.0,-1.3290559000000002,90.38461538,-7.462952900000005,-0.4332495000000023,-2.3831347400000027,0,1,1,-1,-1,0,-1,0,-1,-1
2013-07-01,0.0,-0.009999999999999787,0.11700000000000443,0.040000000000000036,0.050000000000000266,0.0,0.9624198000000064,90.38461538,-38.40390309999998,-0.10305566000000965,-4.5829514200000006,0,1,1,-1,-1,0,-1,0,-1,-1
2013-08-01,0.0,-0.020000000000000018,0.27599999999999625,0.029999999999999805,-0.050000000000000266,0.0,5.132905600000001,90.38461538,25.952664099999993,0.3809215400000028,-0.18331806000000483,0,1,1,-1,-1,0,-1,0,-1,-1
2013-09-01,0.0,0.0,0.0589999999999975,0.020000000000000018,-0.25,0.0,3.116406900000001,90.38461538,1.1265576000000692,0.5277155100000073,6.966086160000003,0,1,1,-1,-1,0,-1,0,-1,-1
2013-10-01,0.0,0.0,0.16800000000000637,-0.009999999999999787,0.050000000000000266,0.0,0.045829499999996415,90.38461538,11.666503299999931,0.446538750000002,3.8955087100000014,0,1,1,-1,-1,0,-1,0,-1,-1
2013-11-01,0.0,-0.010000000000000231,0.4259999999999877,-0.040000000000000036,-0.050000000000000266,0.0,-1.0540787999999992,90.38461538,22.721612599999958,-0.20745645000000934,-1.0540788299999946,0,1,1,-1,-1,0,-1,0,-1,-1
2013-12-01,0.0,0.0,0.18500000000000227,-0.029999999999999805,0.2999999999999998,0.0,0.09165899999999283,90.38461538,34.5897738000001,-0.18123307999999838,-4.078826759999998,0,1,1,-1,-1,0,-1,0,-1,-1
2014-01-01,0.0,0.0,0.8940000000000055,0.009999999999999787,0.20000000000000018,0.0,1.1133249000000092,90.38461538,-14.942745800000012,0.7091109499999959,2.0104468299999922,0,-1,-1,-1,-1,0,-1,-1,-1,-1
2014-02-01,0.0,0.0,0.3610000000000042,-0.040000000000000036,0.6499999999999999,-6.536093200000039,0.4476275999999899,90.38461538,-12.299128400000086,0.6110772500000081,2.6857654399999973,0,1,1,-1,-1,0,-1,-1,-1,-1
