step,timestamp,N_scenarios,p5,p10,p25,p50,p75,p90,p95
14,2027-02-01,730,1310.237109651533,1358.024984842341,1455.9724870995842,1552.4283028113723,1658.5989158559194,1751.4085501494317,1807.6300395123008
15,2027-03-01,730,1316.8246937346094,1363.9785035442956,1463.9684374649573,1555.5409951127208,1667.109447219082,1759.7785587146243,1821.8950674584398
16,2027-04-01,730,1302.5208857528007,1361.5813787831821,1459.2522089423842,1573.5079373420494,1679.0732862282393,1780.0109282938047,1835.0537399563127
17,2027-05-01,730,1296.6803613815198,1355.9645062654279,1463.846129543071,1581.1096666213762,1692.2914381453415,1790.7028980338982,1851.174680937434
18,2027-06-01,730,1315.1254466474159,1360.2404661625812,1480.3495520293113,1588.8365766027846,1705.3332426812624,1801.7446980668192,1864.268685867428
19,2027-07-01,730,1311.4364463553204,1374.7328091783822,1481.334482587456,1594.4526888162077,1723.0398664823533,1828.9418677847473,1895.0088537944318
20,2027-08-01,730,1323.230854294513,1391.7295864742512,1491.435294146571,1608.242708312434,1729.32061007663,1839.8247848776145,1926.0433845868406
21,2027-09-01,730,1323.785946320121,1387.274602344121,1502.767746833925,1609.7033721335933,1742.0350559985627,1860.18297272683,1935.1027248745704
22,2027-10-01,730,1332.8774652790835,1398.7274307993484,1507.3977383729543,1625.76656155193,1754.596340518709,1862.8956249154396,1949.3061555220763
23,2027-11-01,730,1337.7409023627129,1406.3021634079353,1518.984669030128,1645.1542268982016,1770.2953112591133,1887.8522891840364,1963.0440832391503
24,2027-12-01,730,1342.0171357885433,1413.1852097050362,1524.6757329521963,1653.809798869691,1785.6947594217181,1906.3188260988304,1970.7273207272274
25,2028-01-01,730,1347.6277384561572,1411.9437613824127,1537.9110890597017,1662.7399420893391,1798.6865385004676,1932.3959765998216,2014.0195725905157
26,2028-02-01,730,1344.0069705936446,1423.2493323644662,1543.6125863575653,1674.8843472668382,1811.8721567872478,1954.2254666378622,2029.5939545278277
27,2028-03-01,730,1358.6554175647057,1419.0719982182127,1558.9218137870619,1685.3661348522696,1816.7520302486973,1955.7541391664975,2057.8833217960027
28,2028-04-01,730,1368.7554277802462,1436.3129052657655,1568.6184629134627,1693.0022679201325,1838.4947413737045,1986.3641201417927,2079.9678355412916
29,2028-05-01,730,1382.4425583272198,1445.5937683770767,1573.2570164251952,1714.7666361870984,1852.789510974037,2003.3106064471335,2112.3621828387704
30,2028-06-01,730,1369.4377066861962,1440.1113128548632,1580.0338948428846,1725.209980230006,1880.4930984066873,2031.4253491213271,2120.5884293673375
31,2028-07-01,730,1374.8798132288932,1462.169090650469,1594.615806718829,1732.8440623297765,1889.9030396436272,2036.578789960999,2129.648465008211
32,2028-08-01,730,1392.137899867655,1470.7615912990964,1612.075276271256,1752.6153278554002,1906.8168473204692,2035.627310498622,2146.172699693153
33,2028-09-01,730,1393.002276302282,1475.0617230287012,1623.3671253414743,1766.815102103833,1920.0814577071915,2066.6767926781004,2150.8301347085244
34,2028-10-01,730,1415.4580978092888,1477.0673788229726,1625.7319529632236,1778.1714658085218,1931.8789120074848,2079.542020273369,2160.1146427633907
