hybrid_alpha,residual_decay,hybrid_quantile_shrink,rmse,mae,mape,coverage80,band_width,band_width_pct
0.6,0.9,1.0,126.77860541092862,101.24205417518115,6.677571574034541,88.88888888888889,408.41885474527174,27.019790779732183
0.6,0.9,0.2,126.77860541092862,101.24205417518115,6.677571574034541,88.88888888888889,400.3562397005995,26.486391870466747
0.6,0.9,0.4,126.77860541092862,101.24205417518115,6.677571574034541,88.88888888888889,402.34435130772704,26.617919489838894
0.7,0.9,0.4,128.37446763053362,102.8143074080802,6.785553981040861,88.88888888888889,403.82618207205485,26.715953056991616
0.7,0.9,0.6,128.37446763053362,102.8143074080802,6.785553981040861,88.88888888888889,406.1573600716666,26.87017694036034
0.7,0.9,0.2,128.37446763053362,102.8143074080802,6.785553981040861,86.11111111111111,401.4863708879319,26.561158027515052
0.7,0.9,1.0,128.37446763053362,102.8143074080802,6.785553981040861,88.88888888888889,410.8420117113307,27.180099721125693
0.7,0.9,0.8,128.37446763053362,102.8143074080802,6.785553981040861,88.88888888888889,408.50176016148265,27.025275558347317
0.8,0.9,1.0,129.963800392187,104.5005237475447,6.901303434537037,86.11111111111111,413.0983236523448,27.329370686145253
0.8,0.9,0.8,129.963800392187,104.5005237475447,6.901303434537037,86.11111111111111,410.39785577976653,27.15071567040177
0.8,0.9,0.6,129.963800392187,104.5005237475447,6.901303434537037,86.11111111111111,407.7089110127974,26.972822989450307
0.8,0.9,0.4,129.963800392187,104.5005237475447,6.901303434537037,86.11111111111111,405.0276438721919,26.795438237688746
0.8,0.9,0.2,129.963800392187,104.5005237475447,6.901303434537037,86.11111111111111,402.37804098324744,26.620148299732026
0.9,0.9,0.2,131.55569991131063,105.93337905108648,7.000377581315485,80.55555555555556,403.2322344368097,26.676659227502647
0.9,0.9,0.4,131.55569991131063,105.93337905108648,7.000377581315485,80.55555555555556,406.2862766630232,26.878705683061664
0.9,0.9,0.6,131.55569991131063,105.93337905108648,7.000377581315485,83.33333333333334,409.3238809561223,27.07966465328929
0.9,0.9,0.8,131.55569991131063,105.93337905108648,7.000377581315485,83.33333333333334,412.3786472419366,27.28175901050294
0.9,0.9,1.0,131.55569991131063,105.93337905108648,7.000377581315485,83.33333333333334,415.46853130531287,27.48617665664253
1.0,0.9,0.4,133.09968862399435,107.29919432270935,7.095024965369985,80.55555555555556,407.81923657651623,26.98012180441613
1.0,0.9,0.2,133.09968862399435,107.29919432270935,7.095024965369985,80.55555555555556,404.40545175588534,26.75427583636453
1.0,0.9,0.6,133.09968862399435,107.29919432270935,7.095024965369985,80.55555555555556,411.2343773638998,27.206057479241885
1.0,0.9,0.8,133.09968862399435,107.29919432270935,7.095024965369985,80.55555555555556,414.6483326049504,27.43191472180746
1.0,0.9,1.0,133.09968862399435,107.29919432270935,7.095024965369985,80.55555555555556,418.1345110660553,27.66255004029346
0.6,1.0,0.4,179.20848610780726,143.2799741667709,9.48689578201436,80.55555555555556,441.6050570031161,29.215292361901025
0.6,1.0,0.2,179.20848610780726,143.2799741667709,9.48689578201436,80.55555555555556,435.9239687374609,28.83944826323684
