lag,dependent,regressor,coef
1,policy__real_estate_policy_regime,policy__speculative_overheated_district_regime,-0.0018801332006376495
1,policy__real_estate_policy_regime,policy__speculative_zone_regime,-0.0018801332006380157
1,policy__capital_gains_tax_regime,ecos__base_rate,-0.01183063454364964
1,policy__capital_gains_tax_regime,ecos__cd_91d_rate,0.28077634062566614
1,policy__capital_gains_tax_regime,ecos__cpi_housing,-0.07531997501631615
1,policy__capital_gains_tax_regime,ecos__mortgage_rate_new,0.15914255739310745
1,policy__capital_gains_tax_regime,ecos__unemployment_rate,-0.09466497950070435
1,policy__capital_gains_tax_regime,reb__apt_jeonse_avg_price,-0.00278933020127115
1,policy__capital_gains_tax_regime,reb__apt_jeonse_supply_demand,-0.014213359425865461
1,policy__capital_gains_tax_regime,reb__apt_monthly_rent_supply_demand,-0.001075798362038119
1,policy__capital_gains_tax_regime,reb__apt_sale_avg_price,-0.0005010935402707045
1,policy__capital_gains_tax_regime,reb__apt_sale_index,0.0743944699214241
1,policy__capital_gains_tax_regime,reb__apt_sale_supply_demand,-0.008343040726604679
1,policy__capital_gains_tax_regime,policy__dsr_regime,-0.20445573800511987
1,policy__capital_gains_tax_regime,policy__dti_regime,0.2583289723694149
1,policy__capital_gains_tax_regime,policy__ltv_regime,-0.22611376239302824
1,policy__capital_gains_tax_regime,policy__real_estate_policy_regime,0.2394712379062094
1,policy__capital_gains_tax_regime,policy__capital_gains_tax_regime,0.783544295467183
1,policy__capital_gains_tax_regime,policy__adjustment_target_area_regime,-0.20536257990709889
1,policy__capital_gains_tax_regime,policy__comprehensive_real_estate_tax_regime,0.15892211890429161
1,policy__capital_gains_tax_regime,policy__acquisition_tax_regime,0.036953778169325435
1,policy__capital_gains_tax_regime,policy__speculative_overheated_district_regime,-0.024840370493007996
1,policy__capital_gains_tax_regime,policy__speculative_zone_regime,-0.02484037049300787
1,policy__adjustment_target_area_regime,ecos__base_rate,0.019470550652971277
1,policy__adjustment_target_area_regime,ecos__cd_91d_rate,-0.01651831014455835
1,policy__adjustment_target_area_regime,ecos__cpi_housing,0.024939315776191615
1,policy__adjustment_target_area_regime,ecos__mortgage_rate_new,0.03238103181337733
1,policy__adjustment_target_area_regime,ecos__unemployment_rate,-0.014212980351203412
1,policy__adjustment_target_area_regime,reb__apt_jeonse_avg_price,0.0005179774639022566
1,policy__adjustment_target_area_regime,reb__apt_jeonse_supply_demand,-0.0010901032122188898
1,policy__adjustment_target_area_regime,reb__apt_monthly_rent_supply_demand,-0.0003295091330821565
1,policy__adjustment_target_area_regime,reb__apt_sale_avg_price,-3.9955636713422986e-05
1,policy__adjustment_target_area_regime,reb__apt_sale_index,0.0008910425792423021
1,policy__adjustment_target_area_regime,reb__apt_sale_supply_demand,0.0009868103262388663
1,policy__adjustment_target_area_regime,policy__dsr_regime,0.009358495872057476
1,policy__adjustment_target_area_regime,policy__dti_regime,-0.003933429221539746
1,policy__adjustment_target_area_regime,policy__ltv_regime,-0.010504617849346701
1,policy__adjustment_target_area_regime,policy__real_estate_policy_regime,-0.00010716568828946769
1,policy__adjustment_target_area_regime,policy__capital_gains_tax_regime,0.01176374693665734
1,policy__adjustment_target_area_regime,policy__adjustment_target_area_regime,0.9639691072859164
1,policy__adjustment_target_area_regime,policy__comprehensive_real_estate_tax_regime,-0.001172100830168664
1,policy__adjustment_target_area_regime,policy__acquisition_tax_regime,-0.0014650815716968696
1,policy__adjustment_target_area_regime,policy__speculative_overheated_district_regime,-0.00033203178599573697
1,policy__adjustment_target_area_regime,policy__speculative_zone_regime,-0.0003320317859955746
1,policy__comprehensive_real_estate_tax_regime,ecos__base_rate,0.10278499756486742
1,policy__comprehensive_real_estate_tax_regime,ecos__cd_91d_rate,0.2957017418982166
1,policy__comprehensive_real_estate_tax_regime,ecos__cpi_housing,0.01634606361421232
1,policy__comprehensive_real_estate_tax_regime,ecos__mortgage_rate_new,0.0192198729714117
