MAE,RMSE,MAPE(%),R2,n_valid_months,dong,VAR_N_scenarios,residual_mode,M4_violation_ANY
222.2910193761371,253.19410782648805,13.715132239923944,-3.9648423743715666,24,개포동,630,True,1.0
