epoch,pi_constraint_loss,pi_main_loss,step,train_loss_epoch,train_loss_step,val_MAE,val_MAPE,val_RMSE,val_SMAPE,val_loss
1,,,669,,3.256058931350708,,,,,
1,,,679,,3.0629987716674805,,,,,
1,,,685,,,417.3294372558594,0.2617468535900116,465.0567321777344,0.3111679255962372,426.65740966796875
1,0.6491655111312866,3.9868533611297607,685,3.9434010982513428,,,,,,
2,,,689,,3.4981915950775146,,,,,
2,,,699,,2.666450262069702,,,,,
2,,,709,,2.7841508388519287,,,,,
2,,,719,,2.420464515686035,,,,,
2,,,729,,3.8947324752807617,,,,,
2,,,739,,2.698481798171997,,,,,
2,,,749,,2.1300160884857178,,,,,
2,,,759,,3.0851311683654785,,,,,
2,,,769,,2.953439712524414,,,,,
2,,,779,,2.8090550899505615,,,,,
2,,,789,,2.906606912612915,,,,,
2,,,799,,2.484858751296997,,,,,
2,,,809,,2.3503246307373047,,,,,
2,,,819,,2.838895320892334,,,,,
2,,,829,,3.1418046951293945,,,,,
2,,,839,,4.208763599395752,,,,,
2,,,849,,2.774583339691162,,,,,
2,,,859,,3.141167402267456,,,,,
2,,,869,,2.213747262954712,,,,,
2,,,879,,3.104602336883545,,,,,
2,,,889,,2.7093818187713623,,,,,
2,,,899,,2.9858314990997314,,,,,
2,,,909,,2.357100486755371,,,,,
2,,,919,,4.551511287689209,,,,,
2,,,929,,3.4284653663635254,,,,,
2,,,939,,3.1373167037963867,,,,,
2,,,949,,2.7131106853485107,,,,,
2,,,959,,3.0534446239471436,,,,,
2,,,969,,2.26391863822937,,,,,
2,,,979,,2.3929319381713867,,,,,
2,,,989,,4.99386739730835,,,,,
2,,,999,,4.561842441558838,,,,,
2,,,1009,,3.8710079193115234,,,,,
2,,,1019,,2.548661947250366,,,,,
2,,,1028,,,417.05889892578125,0.26153191924095154,465.0146484375,0.31090623140335083,393.0274658203125
2,0.38858816027641296,2.9650044441223145,1028,2.9366517066955566,,,,,,
3,,,1029,,3.008317470550537,,,,,
3,,,1039,,2.608288049697876,,,,,
3,,,1049,,2.1084256172180176,,,,,
3,,,1059,,2.0238327980041504,,,,,
3,,,1069,,2.6612937450408936,,,,,
3,,,1079,,2.054335355758667,,,,,
3,,,1089,,3.0342676639556885,,,,,
3,,,1099,,3.1822736263275146,,,,,
3,,,1109,,2.1232550144195557,,,,,
3,,,1119,,2.0896873474121094,,,,,
3,,,1129,,1.8535592555999756,,,,,
3,,,1139,,2.00191068649292,,,,,
3,,,1149,,1.8261903524398804,,,,,
3,,,1159,,1.4557133913040161,,,,,
3,,,1169,,3.2763023376464844,,,,,
3,,,1179,,2.504580020904541,,,,,
3,,,1189,,2.3308324813842773,,,,,
3,,,1199,,3.5390374660491943,,,,,
3,,,1209,,1.837754726409912,,,,,
3,,,1219,,2.2030928134918213,,,,,
3,,,1229,,1.8102105855941772,,,,,
3,,,1239,,1.610467553138733,,,,,
3,,,1249,,3.6036758422851562,,,,,
3,,,1259,,1.9560046195983887,,,,,
3,,,1269,,2.5229198932647705,,,,,
3,,,1279,,2.6015210151672363,,,,,
3,,,1289,,2.6403279304504395,,,,,
3,,,1299,,2.353597402572632,,,,,
3,,,1309,,2.4328513145446777,,,,,
3,,,1319,,2.0589396953582764,,,,,
3,,,1329,,2.9839372634887695,,,,,
3,,,1339,,2.2072041034698486,,,,,
3,,,1349,,2.4706871509552,,,,,
3,,,1359,,2.93375825881958,,,,,
3,,,1369,,2.947624683380127,,,,,
3,,,1371,,,400.2867736816406,0.25075921416282654,448.1834411621094,0.29618990421295166,384.7506103515625
3,0.20900870859622955,2.347353219985962,1371,2.3427984714508057,,,,,,
4,,,1379,,2.1069912910461426,,,,,
4,,,1389,,2.5328080654144287,,,,,
4,,,1399,,1.9498777389526367,,,,,
4,,,1409,,2.0562896728515625,,,,,
4,,,1419,,1.8002327680587769,,,,,
4,,,1429,,1.8008649349212646,,,,,
4,,,1439,,1.9159923791885376,,,,,
4,,,1449,,2.9770686626434326,,,,,
4,,,1459,,2.69580078125,,,,,
4,,,1469,,1.9168649911880493,,,,,
4,,,1479,,2.435275077819824,,,,,
4,,,1489,,1.9328478574752808,,,,,
4,,,1499,,1.8946808576583862,,,,,
4,,,1509,,2.4761812686920166,,,,,
4,,,1519,,2.3742430210113525,,,,,
4,,,1529,,2.7562973499298096,,,,,
4,,,1539,,2.0141496658325195,,,,,
4,,,1549,,1.7842490673065186,,,,,
4,,,1559,,2.0226542949676514,,,,,
4,,,1569,,2.243471622467041,,,,,
4,,,1579,,1.398520827293396,,,,,
4,,,1589,,1.2985153198242188,,,,,
4,,,1599,,2.2008602619171143,,,,,
4,,,1609,,2.3112692832946777,,,,,
4,,,1619,,1.8289939165115356,,,,,
4,,,1629,,1.4549436569213867,,,,,
4,,,1639,,2.5625038146972656,,,,,
4,,,1649,,1.5552122592926025,,,,,
4,,,1659,,1.5873172283172607,,,,,
4,,,1669,,1.965090274810791,,,,,
4,,,1679,,1.864434838294983,,,,,
4,,,1689,,1.5332187414169312,,,,,
4,,,1699,,1.5482723712921143,,,,,
4,,,1709,,1.3678587675094604,,,,,
4,,,1714,,,411.08135986328125,0.257695734500885,459.87127685546875,0.30586713552474976,403.82110595703125
4,0.14003930985927582,1.9836046695709229,1714,2.03631591796875,,,,,,
5,,,1719,,3.521408796310425,,,,,
5,,,1729,,1.9034314155578613,,,,,
5,,,1739,,1.9706501960754395,,,,,
5,,,1749,,2.335966110229492,,,,,
5,,,1759,,1.7804474830627441,,,,,
5,,,1769,,1.7499089241027832,,,,,
5,,,1779,,1.7133829593658447,,,,,
5,,,1789,,2.0684216022491455,,,,,
5,,,1799,,1.912847876548767,,,,,
5,,,1809,,1.3470162153244019,,,,,
5,,,1819,,1.7312711477279663,,,,,
5,,,1829,,1.8581538200378418,,,,,
5,,,1839,,1.3900564908981323,,,,,
5,,,1849,,1.7202298641204834,,,,,
5,,,1859,,1.647587537765503,,,,,
5,,,1869,,1.4547706842422485,,,,,
5,,,1879,,1.2281060218811035,,,,,
5,,,1889,,2.0010454654693604,,,,,
5,,,1899,,2.0052103996276855,,,,,
5,,,1909,,1.284910798072815,,,,,
5,,,1919,,1.9372025728225708,,,,,
5,,,1929,,1.4910444021224976,,,,,
5,,,1939,,1.3963747024536133,,,,,
5,,,1949,,2.1423659324645996,,,,,
5,,,1959,,1.5820509195327759,,,,,
5,,,1969,,1.1905258893966675,,,,,
5,,,1979,,2.0652270317077637,,,,,
5,,,1989,,1.1901581287384033,,,,,
5,,,1999,,1.5106697082519531,,,,,
5,,,2009,,1.7750253677368164,,,,,
5,,,2019,,1.210800051689148,,,,,
5,,,2029,,1.9016770124435425,,,,,
5,,,2039,,1.6017396450042725,,,,,
5,,,2049,,1.4148350954055786,,,,,
5,,,2057,,,406.6441955566406,0.2547471225261688,455.6216735839844,0.30186280608177185,383.071044921875
5,0.11202455312013626,1.722480297088623,2057,1.709574818611145,,,,,,
6,,,2059,,1.709644079208374,,,,,
6,,,2069,,1.365521788597107,,,,,
6,,,2079,,1.2141135931015015,,,,,
6,,,2089,,1.9734305143356323,,,,,
6,,,2099,,1.4459620714187622,,,,,
6,,,2109,,2.704756259918213,,,,,
6,,,2119,,1.4613248109817505,,,,,
6,,,2129,,2.0467050075531006,,,,,
6,,,2139,,1.9770225286483765,,,,,
6,,,2149,,1.5299623012542725,,,,,
6,,,2159,,1.3433890342712402,,,,,
6,,,2169,,1.3696380853652954,,,,,
6,,,2179,,1.7352044582366943,,,,,
6,,,2189,,3.1868865489959717,,,,,
6,,,2199,,3.2202086448669434,,,,,
6,,,2209,,1.6151702404022217,,,,,
6,,,2219,,1.5580331087112427,,,,,
6,,,2229,,1.575647234916687,,,,,
6,,,2239,,1.5518871545791626,,,,,
6,,,2249,,1.58420991897583,,,,,
6,,,2259,,1.7575244903564453,,,,,
6,,,2269,,1.6692043542861938,,,,,
6,,,2279,,1.034849762916565,,,,,
6,,,2289,,2.104673385620117,,,,,
6,,,2299,,1.1000090837478638,,,,,
6,,,2309,,1.3190799951553345,,,,,
6,,,2319,,1.6529054641723633,,,,,
6,,,2329,,2.1434359550476074,,,,,
6,,,2339,,1.6501630544662476,,,,,
6,,,2349,,1.2756484746932983,,,,,
6,,,2359,,1.4394043684005737,,,,,
6,,,2369,,1.0261735916137695,,,,,
6,,,2379,,1.4375230073928833,,,,,
6,,,2389,,1.034132480621338,,,,,
6,,,2399,,1.4056472778320312,,,,,
6,,,2400,,,407.2201232910156,0.25510725378990173,456.25982666015625,0.30236947536468506,398.5052795410156
6,0.07419075816869736,1.583842396736145,2400,1.6711829900741577,,,,,,
7,,,2409,,2.9563486576080322,,,,,
7,,,2419,,1.8988068103790283,,,,,
7,,,2429,,1.2401511669158936,,,,,
7,,,2439,,1.003407597541809,,,,,
7,,,2449,,1.5116212368011475,,,,,
7,,,2459,,1.5552583932876587,,,,,
7,,,2469,,1.7404935359954834,,,,,
7,,,2479,,1.1815273761749268,,,,,
7,,,2489,,1.2119684219360352,,,,,
7,,,2499,,1.0863037109375,,,,,
7,,,2509,,1.35281240940094,,,,,
7,,,2519,,1.3336122035980225,,,,,
7,,,2529,,1.4046159982681274,,,,,
7,,,2539,,1.3664393424987793,,,,,
7,,,2549,,0.9791480898857117,,,,,
7,,,2559,,1.4315035343170166,,,,,
7,,,2569,,2.184811592102051,,,,,
7,,,2579,,1.537747859954834,,,,,
7,,,2589,,1.2850147485733032,,,,,
7,,,2599,,0.8570677638053894,,,,,
7,,,2609,,0.8790894746780396,,,,,
7,,,2619,,1.3602626323699951,,,,,
7,,,2629,,1.913162350654602,,,,,
7,,,2639,,1.5386441946029663,,,,,
7,,,2649,,1.182801365852356,,,,,
7,,,2659,,1.2106233835220337,,,,,
7,,,2669,,1.4040043354034424,,,,,
7,,,2679,,1.361932635307312,,,,,
7,,,2689,,1.3385162353515625,,,,,
7,,,2699,,1.0894170999526978,,,,,
7,,,2709,,1.35068941116333,,,,,
7,,,2719,,1.470524787902832,,,,,
7,,,2729,,1.6104565858840942,,,,,
7,,,2739,,1.3815401792526245,,,,,
7,,,2743,,,391.78863525390625,0.24523958563804626,440.2851867675781,0.28886643052101135,384.160400390625
7,0.053068965673446655,1.3823871612548828,2743,1.4204236268997192,,,,,,
8,,,2749,,1.6422086954116821,,,,,
8,,,2759,,1.5074695348739624,,,,,
8,,,2769,,1.1310926675796509,,,,,
8,,,2779,,0.8884703516960144,,,,,
8,,,2789,,1.1803168058395386,,,,,
8,,,2799,,2.2060444355010986,,,,,
8,,,2809,,1.5555720329284668,,,,,
8,,,2819,,2.0212061405181885,,,,,
8,,,2829,,1.7162927389144897,,,,,
8,,,2839,,1.5140345096588135,,,,,
8,,,2849,,1.188225269317627,,,,,
8,,,2859,,1.6477943658828735,,,,,
8,,,2869,,1.1475589275360107,,,,,
8,,,2879,,1.4573228359222412,,,,,
8,,,2889,,1.5998588800430298,,,,,
8,,,2899,,1.4376771450042725,,,,,
8,,,2909,,2.034721851348877,,,,,
8,,,2919,,0.980178713798523,,,,,
8,,,2929,,1.830124020576477,,,,,
8,,,2939,,0.7344674468040466,,,,,
8,,,2949,,1.569154977798462,,,,,
8,,,2959,,1.056151032447815,,,,,
8,,,2969,,1.0125373601913452,,,,,
8,,,2979,,0.8201902508735657,,,,,
8,,,2989,,1.6297401189804077,,,,,
8,,,2999,,1.2713603973388672,,,,,
8,,,3009,,1.2970545291900635,,,,,
8,,,3019,,1.58940851688385,,,,,
8,,,3029,,1.3407018184661865,,,,,
8,,,3039,,1.355260968208313,,,,,
8,,,3049,,1.1509504318237305,,,,,
8,,,3059,,1.3933933973312378,,,,,
8,,,3069,,1.8407121896743774,,,,,
8,,,3079,,1.2702174186706543,,,,,
8,,,3086,,,390.401123046875,0.24427202343940735,439.3264465332031,0.28765594959259033,383.7143859863281
8,0.05927061662077904,1.3984805345535278,3086,1.3883994817733765,,,,,,
9,,,3089,,1.0159488916397095,,,,,
9,,,3099,,1.1334787607192993,,,,,
9,,,3109,,1.0455732345581055,,,,,
9,,,3119,,1.3661304712295532,,,,,
9,,,3129,,0.958432674407959,,,,,
9,,,3139,,0.6450824737548828,,,,,
9,,,3149,,0.6908649802207947,,,,,
9,,,3159,,0.990234911441803,,,,,
9,,,3169,,0.774389922618866,,,,,
9,,,3179,,0.975242018699646,,,,,
9,,,3189,,0.8227981328964233,,,,,
9,,,3199,,0.6616833806037903,,,,,
9,,,3209,,1.019511103630066,,,,,
9,,,3219,,0.7236895561218262,,,,,
9,,,3229,,0.7861185073852539,,,,,
9,,,3239,,0.8544263243675232,,,,,
9,,,3249,,0.9006672501564026,,,,,
9,,,3259,,0.9206324815750122,,,,,
9,,,3269,,0.7128185033798218,,,,,
9,,,3279,,0.9185516238212585,,,,,
9,,,3289,,0.665753960609436,,,,,
9,,,3299,,0.5967298746109009,,,,,
9,,,3309,,0.8559058904647827,,,,,
9,,,3319,,0.7280469536781311,,,,,
9,,,3329,,0.6355243921279907,,,,,
9,,,3339,,0.5950771570205688,,,,,
9,,,3349,,0.5177858471870422,,,,,
9,,,3359,,0.7200828790664673,,,,,
9,,,3369,,0.7988175749778748,,,,,
9,,,3379,,0.5746702551841736,,,,,
9,,,3389,,0.6533094048500061,,,,,
9,,,3399,,0.7331494688987732,,,,,
9,,,3409,,0.6439096927642822,,,,,
9,,,3419,,0.9294788837432861,,,,,
9,,,3429,,0.736487090587616,,,,,
9,,,3429,,,393.0748596191406,0.24594435095787048,442.54925537109375,0.2900354564189911,390.43475341796875
9,0.02607877366244793,0.8038559556007385,3429,0.794040322303772,,,,,,
10,,,3439,,0.6550194621086121,,,,,
10,,,3449,,0.7331488132476807,,,,,
10,,,3459,,0.7573943734169006,,,,,
10,,,3469,,0.7529086470603943,,,,,
10,,,3479,,1.0658104419708252,,,,,
10,,,3489,,0.8863009214401245,,,,,
10,,,3499,,0.6290421485900879,,,,,
10,,,3509,,0.6051149964332581,,,,,
10,,,3519,,0.9369528889656067,,,,,
10,,,3529,,0.7901560068130493,,,,,
10,,,3539,,0.7750675678253174,,,,,
