,reb__apt_sale_avg_price,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9
2031-07-01,1.9421293652396838,3.170540491955326,4.941152185000485,1.635145332617375,-0.11698352264821144,0.8549688356042338,0.3876803342372157,0.5133106738752384,-0.3644824894403058,0.12842161280632924
2031-08-01,1.924431921249571,3.2823221528594626,4.948934918220743,1.497025788733993,-0.09358928519186738,0.8850097123714074,0.3585538892763811,0.5853246415625333,-0.38739111581898156,0.11266992723792357
2031-09-01,2.0105179240796662,2.913431866857325,5.078623838939189,1.2991748489393906,0.046643544691768346,0.9080723954393779,0.4705251951082232,0.7543683981122875,-0.5114764445643827,0.33776104916763133
2031-10-01,2.0404960798557497,2.9477999220319893,5.169538337552908,1.5027360277859265,0.0344129939300688,0.8337257537243841,0.42903085695693477,0.7693965714501241,-0.44902672992665593,0.3468154174705784
2031-11-01,1.9637705189592534,3.378482179016431,5.064403839108186,1.6072169899145505,-0.13846999364023227,0.8477451983937812,0.47180483058951417,0.6204044602031202,-0.30917647769491907,0.151882406272568
2031-12-01,1.9709027830327834,3.3571889477193553,4.974379045000093,1.3072525432841964,-0.20335415663202627,0.9676149582934999,0.732520545345392,0.6220523256539501,-0.3848717959731922,0.2238574914093326
2032-01-01,2.0554111157167627,3.028610569403967,5.041850664020923,1.1488004097448674,-0.12665180798728248,0.9789136359084187,0.8877819165819161,0.6989989269959644,-0.5114778604249217,0.41751015391402685
2032-02-01,2.053132168866201,3.2390011983217843,5.100767367964391,1.4622731821897386,-0.19422202348807516,0.8739522040852021,0.730391520155611,0.6626958302801929,-0.4528352003835714,0.35143699135512213
2032-03-01,1.9875321993725712,3.6784464726500397,5.0888495654924615,1.570678052315536,-0.3047448468146916,0.8406152713979327,0.5482244769483602,0.647990294258221,-0.371371890884034,0.1734050045711204
2032-04-01,2.0234905160219845,3.5850828177123906,5.1487806873932325,1.2425945125650641,-0.2035312283844528,0.8510635509832598,0.5515290028077589,0.7618538328871587,-0.4776587629667781,0.21478716085776078
2032-05-01,2.0872481635780185,3.3198692473197786,5.272438335284235,1.1584169316387913,-0.05998021384513619,0.74102331928282,0.5439945208729431,0.8595913911648525,-0.5621571054689163,0.3219942922233304
2032-06-01,2.052462514248941,3.591332537373529,5.280890262237243,1.4965514856221573,-0.1465740169625802,0.6425224847241529,0.516614046171445,0.7730829791035472,-0.4611526622139621,0.21463952970372674
2032-07-01,2.006005885160959,3.9196025660535314,5.237774687345187,1.5492803615916224,-0.2528215493969692,0.6922173051338012,0.5914109634713878,0.7174516456798758,-0.3945281168509398,0.11966054159569506
2032-08-01,2.068662267001039,3.7719781097940794,5.343989688294395,1.2475194780798966,-0.1216009848395363,0.736010433427225,0.5621730587679394,0.8407125035330636,-0.5156679987126491,0.20642888956603933
2032-09-01,2.1126352211712693,3.6759661066736276,5.479751261354293,1.257148912043737,-0.0031827211986401593,0.5897180844227528,0.3987444974340426,0.9158385362247179,-0.5586169111619288,0.23953879026981423
2032-10-01,2.0559654171410298,4.042950720018012,5.435948099102125,1.5294620178136684,-0.13752767733841464,0.505362674645824,0.4697617964794776,0.7762240580002806,-0.41567902143125846,0.11701194887454636
2032-11-01,2.033481284831005,4.258645471363873,5.3113494324762245,1.4260259888773943,-0.2946016469797754,0.6353508075159269,0.7957575606418574,0.6750372727514402,-0.36366735292534447,0.1110964709870832
2032-12-01,2.1086539416074173,4.05396933675205,5.329648783286722,1.1015802385135345,-0.23962895042175258,0.7091226273646507,0.931903233262569,0.7244200890788721,-0.48119574530744114,0.25234775229552836
2033-01-01,2.1275678497565558,4.080374223811619,5.372799865390418,1.1591250790179126,-0.23310941858938072,0.592742744066471,0.8136359341829467,0.6882133904553958,-0.5006465725196954,0.25082205335635144
2033-02-01,2.0700563639385434,4.476091480308771,5.311196889392953,1.4258366558632685,-0.39986341182890306,0.5565421343699768,0.8546954711993711,0.5550439819656643,-0.38884316210121384,0.14359783647001856
2033-03-01,2.0871869396017537,4.592234319910264,5.313615535342683,1.3193345670883243,-0.44091145429377754,0.6666042168128916,0.94104250202049,0.5857011213844383,-0.4158137967061446,0.17423625682077842
2033-04-01,2.169838422202496,4.422221746145514,5.44904802491245,1.1028142187044803,-0.28974735296486864,0.6343693997630826,0.7286995532994984,0.7337892705101456,-0.5340306081963107,0.24684940596291244
2033-05-01,2.152513973910253,4.558693682101357,5.515520452656167,1.234318872756472,-0.26422896601790025,0.45556677081412467,0.489667641035719,0.7175024630322295,-0.4937609858913863,0.1570308621519811
2033-06-01,2.0894379867606165,4.85478824995539,5.4478280289698695,1.4284680657315953,-0.42108586459422415,0.4975230120817038,0.6576774412477913,0.6071904529449856,-0.3901886617597672,0.08966828039540253
2033-07-01,2.1370836017693375,4.802550516912817,5.466695897065385,1.3286463727773543,-0.4388046685034863,0.6900341717006286,0.8585798436881134,0.6693360277347273,-0.4423758545549603,0.2014913627660107
2033-08-01,2.2113178031839245,4.687595915935444,5.611984968876071,1.2534838786973839,-0.3114641759433019,0.6903683114405128,0.5768889628569851,0.8111139802331526,-0.5373869164054161,0.24830177941071685
2033-09-01,2.166858937293113,4.955987592330336,5.644511641538209,1.4444441400598116,-0.35714194742488337,0.5351579695684885,0.3153307959586722,0.784759653577034,-0.4646543629170763,0.12743293756320945
2033-10-01,2.116508833175012,5.1920268858908845,5.545375447364288,1.5180277144667085,-0.5476273403298937,0.6312814593824569,0.606549851427125,0.688605908085949,-0.3779498815019915,0.11267918953701977
2033-11-01,2.1846855871939437,5.035404274608222,5.533706703234718,1.3360309018301448,-0.5922319037315067,0.8476982892099958,0.9159317303960264,0.7333316654590387,-0.4449660241779627,0.26407761452462575
2033-12-01,2.2374826618498584,4.981720040810993,5.58781624151395,1.2953619480736682,-0.5496722386532356,0.8364808009130398,0.7497136156073894,0.7688356514162287,-0.4991654532184846,0.26479126651295265
2034-01-01,2.173692299243691,5.28279840823389,5.5228782293578025,1.4588716756193971,-0.6776617832643126,0.741805262401134,0.6457271653350287,0.6492410992485858,-0.4249715440119637,0.1290780522426198
2034-02-01,2.150725503719782,5.389728337838166,5.455358671121552,1.4805828379064008,-0.8253450378300462,0.8677378582989874,0.9148388960994511,0.598412566746108,-0.40440784685733533,0.17269164567659284
2034-03-01,2.242254150146123,5.176604127166144,5.56505530962775,1.3785624092949695,-0.7519815068213269,1.0106834648235834,0.928986023045073,0.7341398320939203,-0.511650929364829,0.3029432189088681
2034-04-01,2.268717336487904,5.221683438889412,5.705800492390944,1.4754157580725975,-0.623464144630252,0.9029270666222384,0.49209833663762836,0.8260085654286407,-0.5262334013193097,0.19715491590188583
2034-05-01,2.1893263297456613,5.501984037673269,5.67933407766988,1.632950921207386,-0.6671309935908125,0.795570929248214,0.3910257926964622,0.7449925556242598,-0.42590623222614354,0.03073897426125538
2034-06-01,2.190423492399278,5.406146480497663,5.6476111641834486,1.5896880940543894,-0.726062070903954,0.9522813612345082,0.783193190410608,0.739537259971784,-0.42390648243493256,0.14904264920957017
2034-07-01,2.283085484445472,5.132873930075884,5.7755279610524255,1.5635889694403637,-0.6262303560279712,1.097680945503055,0.8354471837203996,0.8679081161064186,-0.5091343421863286,0.29635492997834356
2034-08-01,2.2784706823557492,5.294554795559361,5.889387386933327,1.7521769116991939,-0.5469851812796747,1.011942388455827,0.4244523160729674,0.9129729346049942,-0.47679716057032806,0.15572275410377345
2034-09-01,2.1997369534764992,5.5773358424088055,5.850641710580767,1.8510931052830495,-0.6134856158379018,0.956122233075817,0.4052437606142454,0.8414699166145656,-0.38550357163420923,0.028223230831281088
2034-10-01,2.2283385572099386,5.3876868987286155,5.827680338868931,1.7113624441392314,-0.6609705153288563,1.122123420464142,0.8396843974172583,0.8533199912533975,-0.41592398606349246,0.1982793268683456
2034-11-01,2.3137073526863645,5.160523385850475,5.903604399215434,1.689647973534286,-0.6196205610713794,1.228397140397452,0.9281945782548613,0.9112908099960229,-0.47845445019263977,0.32067446289582424
2034-12-01,2.2816476913139256,5.414475574857359,5.899163692627543,1.85508166791612,-0.6547748882715503,1.164744492882325,0.6871295619746718,0.8325896355647111,-0.4213883690981959,0.149640952958349
2035-01-01,2.2197934581485055,5.616578489061181,5.795901977738495,1.851650913570687,-0.7615873498750401,1.1818040155340626,0.8387273602098779,0.7090522378083723,-0.37946077027999525,0.07920393288032168
2035-02-01,2.286868409913904,5.332846972579112,5.822503742478758,1.7124663757471454,-0.7548896664878035,1.3292739965653482,1.1596993632603811,0.7536297967715946,-0.4756812463430178,0.2815142783085911
2035-03-01,2.3671856782754803,5.200735321071505,5.965969144287143,1.8163981966476141,-0.6647418055642942,1.3319265010426582,0.9674642997688641,0.8413583308050745,-0.5344047116248163,0.32380607251667237
2035-04-01,2.3182477325735706,5.537298199851005,6.006675115963178,2.0229966509421766,-0.6554412971431991,1.2001211700684715,0.5766943261259598,0.804627945024861,-0.46240777242782904,0.0935457830938976
2035-05-01,2.277781274003794,5.6183835885305875,5.9600371105548255,1.9446174036654824,-0.677943893822567,1.2067712622190374,0.7054666117282253,0.7646076311725087,-0.45272567742285563,0.060308202045125214
2035-06-01,2.360697562047813,5.235705624499869,6.0277612862490235,1.8168808514856805,-0.6045778021603265,1.3153983489460854,1.0099955340381248,0.8424920115106307,-0.5504247849976807,0.2808445016635884
2035-07-01,2.413910911493442,5.180250548267963,6.143646017311504,2.005385186015122,-0.5472086423083224,1.3010243384860152,0.8395642302981385,0.8837476031146316,-0.5627760435507758,0.285656911328681
2035-08-01,2.351969658104019,5.553121389301066,6.1388722792738895,2.199343721979088,-0.5984742892906403,1.2253294388953933,0.5650660727074066,0.8252169860781708,-0.4816644015601952,0.08054929459836246
2035-09-01,2.337984516587278,5.549652161800864,6.103245082781179,2.043831081961791,-0.6203084713096976,1.2739124869264087,0.7374783954671873,0.8255833626294171,-0.513469428350021,0.1202106395156391
2035-10-01,2.4267505257885493,5.1875013402725685,6.170724619261434,1.9218756438808446,-0.5684428539863413,1.348827399550962,0.9676553291373877,0.9096817672750599,-0.6116758639697499,0.3369121179653167
2035-11-01,2.4473776467447137,5.25991658012858,6.206675518699524,2.1236096917609704,-0.604984694220053,1.3139746414614368,0.8529816062774196,0.8812595329488828,-0.5751254102166135,0.2917117320013889
2035-12-01,2.379662129586132,5.607251080371589,6.109992679264392,2.21012541005169,-0.7362236321363835,1.305699172791348,0.7952613716849264,0.7646379796890757,-0.4994394338515731,0.12433443586224696
