timestamp,reb__apt_sale_avg_price,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9
2010-01-01,-0.12569659611664352,0.5593012614562675,-2.4292605944175776,-1.104436646390553,1.4537719134227278,0.36288001187535013,1.990850173004597,0.25742163282478153,-0.33947327856655796,-0.10657349146181375
2010-02-01,-0.20783810726521912,0.6996758874886562,-2.2639623134414526,-1.052263259122865,1.4515148693743765,0.2748079329495636,1.4425380615483439,0.393540330091882,-0.4288276930741665,-0.13166081860895998
2010-03-01,-0.25104371747482,0.826956053451603,-2.071684915961447,-0.9737528751241793,1.4287126143540836,0.16380564930645414,0.7467416138627975,0.5153300763036108,-0.541093514053487,-0.15325658536039485
2010-04-01,-0.2766424836688721,0.7223166103748115,-2.008192798517742,-0.8997580640178546,1.3502718047381417,0.10314430811630604,0.42398902422475226,0.43611661764870074,-0.6267176888063775,-0.15583448094318217
2010-05-01,-0.24826938213694222,0.7886456193503166,-1.861811165293897,-0.8293706926591105,1.311517969133173,0.02058102206369028,-0.09939074599604421,0.4890663262457084,-0.7025526194541147,-0.16304661577629345
2010-06-01,-0.23494922403361804,0.6527315482656357,-1.9429390722143882,-0.82876723162368,1.264389699532165,0.06824749704349575,0.16248852461509072,0.326141043833543,-0.6319541139708972,-0.11930812037868663
2010-07-01,-0.2408361704896945,0.6972944123479738,-2.014164262144837,-0.8631898447465278,1.2754072854508878,0.1526381306336998,0.47174227832330384,0.2486543338742193,-0.4677360438561229,-0.06395825985545095
2010-08-01,-0.23415641900065184,0.8745596604091945,-1.8828100868220392,-0.8471472240485032,1.3113182436026731,0.08855679158122565,0.08605295706435655,0.4309779370594335,-0.5368368077823237,-0.10505049036179656
2010-09-01,-0.254474652393872,0.8287109958801204,-1.887399493454003,-0.8494829342358203,1.2747083606869234,0.11833387705477161,0.26296065350112874,0.3537752413888479,-0.48249335092981815,-0.08323900543275209
2010-10-01,-0.22992841640991687,0.8333858026902705,-1.8628824745298307,-0.8372705685728812,1.2628133198880644,0.1081587959921847,0.19397437589231709,0.3508607434878858,-0.48770774891650903,-0.0798259499781063
2010-11-01,-0.17469235415039627,1.043383347293057,-1.7485058912939162,-0.8107805045470908,1.2925696476163786,0.07134987212235355,-0.22971062208227133,0.4670419688675051,-0.4760123562341424,-0.06585244194395484
2010-12-01,-0.16995054044587035,0.8974680253680389,-1.8688991825501482,-0.8449652528275167,1.25458337640862,0.16201618948302976,0.3043634448295752,0.2838012052733392,-0.3537478062277913,-0.016058230399769398
2011-01-01,-0.21749747044158743,1.0193460283692792,-1.8284500720827495,-0.8639392291678061,1.2509739422140793,0.21560151475314276,0.4524137010094951,0.2721154394540167,-0.2165235272357901,0.024014951049285853
2011-02-01,-0.2536993104885927,0.9563007913678505,-1.9025459217929634,-0.8965330517836367,1.2264233944936507,0.2952826520050129,0.8832535299547265,0.1473219274324365,-0.08499175796383174,0.07348850880914021
2011-03-01,-0.27664789038503784,1.1273687507367354,-1.849260827754681,-0.9017357662204253,1.2408782066172215,0.3263384743857617,0.8390367154183824,0.17573128130167426,0.0387286389786588,0.11817884190903305
2011-04-01,-0.27116640121544155,1.293152899766613,-1.6988054591197002,-0.8674468031859945,1.2572140254305588,0.2519569741956269,0.37288542622015675,0.33489213631417053,-0.03244646479489255,0.08761257512489595
2011-05-01,-0.2676306057259038,1.454898765083033,-1.5355168624057867,-0.8342666356838577,1.2579396059054027,0.18746874124650514,-0.027770456251947115,0.4753918046277163,-0.08188995521203535,0.06091088798858007
2011-06-01,-0.26344059021528876,1.5342842256099325,-1.524243055538175,-0.8363743777350656,1.2505918429554335,0.22820971440884918,0.026419166635104505,0.43486532991830446,0.03293681575322599,0.10639410217333589
2011-07-01,-0.21379252246336108,1.5397422427323368,-1.5282281955170345,-0.8430102990918025,1.2485933473144066,0.24161963434528488,0.09349354135329828,0.42418070708530825,0.060037374539450294,0.11438823357618755
2011-08-01,-0.27037325436648607,1.657816315529673,-1.4162789385340449,-0.8259613045948051,1.260087574522458,0.1930185292313661,-0.18407175664075515,0.5445903634125693,0.007593475389518656,0.08379378696253686
2011-09-01,-0.26269076535364255,1.646899900863008,-1.416227142464359,-0.8290114748453914,1.2509161994581555,0.20191460204119815,-0.12006276142094208,0.5286279966404983,0.020881611287497714,0.08471339874451206
2011-10-01,-0.24300760318411943,1.6776249568141735,-1.3474558123675462,-0.8142240043623556,1.222945747856984,0.1914363175089293,-0.17488082200609822,0.5359798804469897,0.02856593595703144,0.08181608426257891
2011-11-01,-0.2485856606971462,1.6760425961195544,-1.3327123404128276,-0.8090997709046222,1.2111077622297812,0.19013341361846559,-0.1758526136483834,0.5288770225263886,0.03239026827248753,0.08028296614010738
2011-12-01,-0.22037728185546443,1.817563518002493,-1.2999920739627613,-0.5030521252086784,1.129462352929803,0.16077665713839673,-0.253768051485955,0.11325222293579368,0.31287480887410934,-0.02038253182372953
2012-01-01,-0.2648396447686959,1.7351670411440792,-1.3754279527160516,-0.5335494809259336,1.114460538434118,0.21878267254359363,0.11784987871508536,0.02091662662798982,0.38086737472461074,-0.004150004956908669
2012-02-01,-0.27155033290632824,1.5944535561875888,-1.442121196076803,-0.5438555915519643,1.0520806740359943,0.28402767031735154,0.519998800849475,-0.15554493156483729,0.47589289498817067,0.03513571538860558
2012-03-01,-0.27932178679673764,1.691126703820608,-1.3389734036955998,-0.5176422102590137,1.0523313217037242,0.23603171685504654,0.2252827821310337,-0.06552316033007283,0.4319142685175308,0.015993369055502672
2012-04-01,-0.2547741693448524,1.7155841965909175,-1.3009182109652269,-0.5007854287513118,1.043761553002664,0.2165913268291204,0.09694755671637208,-0.04857169724864968,0.4185373119786413,0.013951448532454926
2012-05-01,-0.24224793575802642,1.7894055634272734,-1.2097243856955768,-0.4692100878834958,1.0388970879956028,0.16773948780997383,-0.21136988652866068,0.0200211379501683,0.3718110735964948,0.0019816716538721205
2012-06-01,-0.28913974114999086,1.7490937494349577,-1.2168649496034334,-0.45991937324284154,1.0129623879862946,0.17691647903822916,-0.1696253946923018,-0.03681789674243224,0.3943986794959158,0.01845553743607329
2012-07-01,-0.3001054904476584,1.6083592906490554,-1.1800740439106598,-0.42339686399678006,0.9533857389553407,0.1266044202854536,-0.2564874895575938,-0.07447485474354393,0.28246893622757674,-0.019191904107521494
2012-08-01,-0.31865367794241245,1.5245517283234333,-1.1175418509543946,-0.3889711360869759,0.8640874973391818,0.10313845038996672,-0.35982046108188,-0.1435475371843864,0.257022004922697,-0.03843071250846205
2012-09-01,-0.280975946290377,1.3885379737307522,-1.1693427933113898,-0.10757812560537311,1.042352609085619,0.2192929188780598,-0.577361545736362,-0.27144280645518254,0.2785120121064302,0.06287261270812025
2012-10-01,-0.2703609787140056,1.3065710286799137,-1.1243458381039395,-0.12981616018792042,0.9763376833914331,0.13268439074977878,-0.6847705689643662,-0.24484782606941802,0.13668714602260784,0.006335407163863695
2012-11-01,-0.2669452273164302,1.1222830032872495,-1.170422106673587,0.12262856477668138,1.1099209795061133,0.26225207460522315,-0.7663388010048424,-0.36870964173034804,0.15632158639792154,0.04492042710748687
2012-12-01,-0.26526173162005423,1.2201978180720932,-1.1173520439187927,-0.10558771828548119,0.9266492273013384,0.15706819629113067,-0.5914070696398429,-0.32197882450654564,0.16107453013736667,-0.004054917046505645
2013-01-01,-0.26277054091801894,1.1593777032765087,-1.1562086773533689,-0.168678903714106,0.8585501697614032,0.1768687794140965,-0.26956239062397885,-0.4188272814530071,0.22066519329102757,0.016350276340542515
2013-02-01,-0.2612271284896877,1.0066176510373046,-1.1994395862977294,-0.0784189341628792,0.8557459444484404,0.25497123376976805,-0.10001412785200564,-0.5818483758220212,0.2845764287376744,0.06255732239215153
2013-03-01,-0.2810881643875584,1.0026681862760383,-1.0928735453628216,0.11089384522022938,0.9249781142240295,0.2791284698095845,-0.48441005360675765,-0.5768027304929804,0.25628454849443427,0.08255480009891727
2013-04-01,-0.2750981078691978,0.9602820487227366,-0.9819978231865997,0.1673145857826399,0.8625413880544489,0.26866383793477877,-0.6981452419497449,-0.5418345843257961,0.21092441042320192,-0.009029823982063943
2013-05-01,-0.2938181656777334,0.8562598624506284,-0.9334255923620753,0.15244922913006664,0.7790642799317881,0.2078935132511852,-0.7542586698683237,-0.5342854546147628,0.10405692937616973,-0.07742372480144616
2013-06-01,-0.3036333123789139,0.8607160769099548,-0.9524631572883699,0.10063835436733809,0.7449204708119722,0.18702857659881117,-0.6759345696886241,-0.5589409640948396,0.11292067041876702,-0.05989776090285772
2013-07-01,-0.3541414621522324,0.8832481823349186,-0.9950472451108655,0.09129501473656593,0.7809131034567763,0.1920448649568079,-0.6073979513784191,-0.5817367676169192,0.1336880234081354,-0.00532047437907409
2013-08-01,-0.32000896676586044,0.8432221472123043,-0.9968912218346835,0.24356587212296132,0.888821164519504,0.2539877582700618,-0.7360257935844521,-0.6135564287933324,0.13950202495082692,0.03768556169000551
2013-09-01,-0.31852733767621005,0.835394432103764,-0.8919222261705472,0.3978424270024194,0.9493328363151349,0.2777408510407061,-1.0966117876278347,-0.5332870759474125,0.07975499524520763,-0.02750206987481609
2013-10-01,-0.30318375412239906,0.7766123682931443,-0.8727818668249104,0.42506868956794336,0.9235118749611301,0.30285917459111833,-1.0546160440733499,-0.5591799540515763,0.0877160205477836,-0.059079619346074634
